756065179; 0.0009336471557617188; 1
756065179; 0.004013776779174805; 1

756065183; 0.0010004043579101562; 1
756065183; 0.00400090217590332; 1

756065201; 0.001116037368774414; 1
756065201; 0.003999233245849609; 1

756065209; 0.0009906291961669922; 1
756065209; 0.004010438919067383; 1

756065281; 0.000989675521850586; 1
756065281; 0.004010915756225586; 1

756065329; 0.0010123252868652344; 1
756065329; 0.0030007362365722656; 1

756065381; 0.0010104179382324219; 1
756065381; 0.0029914379119873047; 1

756065399; 0.0010123252868652344; 1
756065399; 0.0039904117584228516; 1

756065411; 0.0010001659393310547; 1
756065411; 0.003009796142578125; 1

756065419; 0.0009987354278564453; 1
756065419; 0.004010915756225586; 1

756065447; 0.001012563705444336; 1
756065447; 0.003000497817993164; 1

756065477; 0.0010120868682861328; 1
756065477; 0.003000020980834961; 1

756065489; 0.0009903907775878906; 1
756065489; 0.004011631011962891; 1

756065501; 0.0009891986846923828; 1
756065501; 0.004011392593383789; 1

756065507; 0.0010123252868652344; 1
756065507; 0.0030007362365722656; 1

756065567; 0.0009980201721191406; 1
756065567; 0.004014253616333008; 1

756065579; 0.001012563705444336; 1
756065579; 0.0039899349212646484; 1

756065621; 0.0009911060333251953; 1
756065621; 0.004012107849121094; 1

756065647; 0.0009984970092773438; 1
756065647; 0.004001140594482422; 1

756065663; 0.000988006591796875; 1
756065663; 0.004012584686279297; 1

756065677; 0.0010004043579101562; 1
756065677; 0.004011392593383789; 1

756065731; 0.0010023117065429688; 1
756065731; 0.0030107498168945312; 1

756065741; 0.0011150836944580078; 1
756065741; 0.0038979053497314453; 1

756065743; 0.000989675521850586; 1
756065743; 0.004011631011962891; 1

756065753; 0.0010123252868652344; 1
756065753; 0.004002094268798828; 1

756065771; 0.000989675521850586; 1
756065771; 0.0040111541748046875; 1

756065773; 0.000989675521850586; 1
756065773; 0.004001617431640625; 1

756065777; 0.001012563705444336; 1
756065777; 0.00400090217590332; 1

756065797; 0.0010120868682861328; 1
756065797; 0.0030007362365722656; 1

756065801; 0.0009908676147460938; 1
756065801; 0.004010915756225586; 1

756065857; 0.0010030269622802734; 1
756065857; 0.0030090808868408203; 1

756065911; 0.0010123252868652344; 1
756065911; 0.004000663757324219; 1

756065929; 0.0010104179382324219; 1
756065929; 0.004000663757324219; 1

